"id_com","id_membre","id_contenu","id_type","commentaire","abonner_fil","statut","pseudo_v1","date_post"
"17555","0","575","2","Bonjour les filles! j'ai 20ans et j'ai appris y'as trois jours que j’étais enceinte..Les symptômes que j'ai eu sont le ventre qui gonfle, les seins extrêmement douloureux et 2 jours de retard !! La seul façon d'être sur a 100% si vous êtes enceintes, c'est d'allez faire une prise de sang.. sa prends 5min et ont es fixé le jour même.","1","1",NULL,"2011-08-25 18:11:02"
"17557","2686","2455","2","oui exactement tu peut aussi leur rendre la pareille je sais que combattre le mal par le mal n'est pas une solutions mais si tu veut te faire respectez mais je te conseille lus la solutions précédentes mais si tu veux absolument rester avec tu fait ce que je t'ai dit ","0","1",NULL,"2011-08-25 22:36:43"
"17558","0","377","2","salut! j'ai l'impression que l'amour aide et guerri en amour meme. en fait que je suis pas amoureuse d qlq1 depuis ","1","1",NULL,"2011-08-26 09:16:26"
"17559","2686","2411","2","quant a moi j'ai poser une question est la reponse et longue et comme la rentrer et le coiffeur sapproche a grand pas je pose donc ma question en commentaire en esperent que j'ai une reponse je nai que qun en jai les cheveu frisee mais je vais faire un brosshing jai le visage rond avec des leger trait ovale jai de petite levre et des petit yeux expressif jai un nez assez long rond et large je suis enrober quel coiffure me conseillez vous sans oublier que je suis chatain foncer avec une peau mat et des cheveux mi-long merci davance de votre comprehension ","0","1",NULL,"2011-08-26 14:18:17"
"17560","0","428","2","Bonjour,Je rebondis sur cet article et surtout sur les thèmes bohème et chic..Que pensez vous des bijoux que je fais...www.isadorajewelry.comMerci de vos avis par rapport à ce sujet..Bohème et chic..Patrick","0","1",NULL,"2011-08-26 14:25:10"
"17562","0","427","2","bonjour j'ai 13 ans voila deja quelque mois que j'arrache mes cheveux :( j'en souffre pas trop car mes amie et ma famille me soutienne sa fait du bien mais ma mère veut m'envoyer voir un psy chose que je ne veut pas faire car j'ai pas envie et j'en ressan pas le besoin ! que faire aidez moi merci les fille ! bizou a toutes et bon courage !","0","1",NULL,"2011-08-26 17:00:43"
"17563","0","1938","2","Le mieux est de demander conseil auprès d'un coiffeur. Il sera vous conseiller comme il se le doit.","0","1",NULL,"2011-08-26 18:44:09"
"17565","0","321","2","Il y en a un qui est pas mal dans cet articlehttp://lesbellesnoires.over-blog.com/article-16548665.html","0","1",NULL,"2011-08-26 22:51:27"
"17571","0","473","2","bonjours, je suis une brunes aux cheveux ternes comment avoir des cheveux soyeux ( j'ai des cheuveux normaux )","0","1",NULL,"2011-08-27 14:50:58"
"17572","2686","2459","2","merci beaucoup pour ta reponse rapide et precise j'irai le plus vite possible avant la rentrer dans un magasin de maquillage merci pour tout tes conseilles bisous","0","1",NULL,"2011-08-27 15:00:41"
"17631","0","1328","2","Good enough job toward the message. Clearly looks ahead as compared with the recent few. Hold it up.<a href=\"http://www.indianorganicproducers.org/news/general/whats-the-best-loan-for-you\">http://www.indianorganicproducers.org/news/general/whats-the-best-loan-for-you</a>","1","0",NULL,"2011-09-08 08:57:02"
"17585","2616","2416","2","Merci beaucoup ! Je suis désoler je n'était pas très claire ... J'ai bafouillé !","0","1",NULL,"2011-08-28 23:32:38"
"17581","2052","2407","2","Mercii...","0","1",NULL,"2011-08-28 15:36:53"
"17583","0","1409","2","très belle coupe ! j'adore ! :)","0","1",NULL,"2011-08-28 19:35:59"
"17587","2349","2453","2","Oui j'ai 13 ans, je fait le menage vraiment, j'aide beaucoup ma mère,mais  c'est une vrai mère-poule, elle m'autorise a aller au ciné .. si elle vient me chercher .. car elle sait que je suis dans un lieu sûr mais pour des sortie en ville, en grande-surfaces .. y a pas moyen? MERCI QUAND MEME :)","0","1",NULL,"2011-08-29 00:09:26"
"17589","2706","2306","2","Ne te sens en aucun cas forcé, c'est primordial. Si il y tient vraiment, tu pourrais lui demander de faire la même chose, qu'il te fasse découvrir tout..","0","1",NULL,"2011-08-29 00:50:11"
"17592","0","914","2","dzl de revenir au sujet la mais c'est une frange comment efiler droite que rihanna a qund elle est a table ? ","0","1",NULL,"2011-08-29 15:06:38"
"17593","2618","2408","2","Merci beaucoup !! :) ","1","1",NULL,"2011-08-29 20:26:36"
"17594","2618","2406","2","Merci !!! Grace a vous je vais pouvoir étre encore plus belle ! Vos conseil sont absolument divin ! Je vais essayer de tous les mètre en pratique , meme si essayer de me faire un smoky eyes ne sera pas chose simple je vais essayer ! :)","1","1",NULL,"2011-08-29 20:34:58"
"17595","0","867","2","Moi je suis blonde du coup je met que du crayon noir parce que le mascara sur moi sa fait trop pupute mais ma mere elle veux pas du tout que j'en mette a l'ecole (je rentre en 4eme ). Du coup sa me soule j'aime bien mon regard avec du crayon sous les yeux sans je trouve sa un peu fade j'ai le doit a en mettre tous le temps sauf au collège.(Si vous avez des astuces pour que ma mére accepte) Merci d'avance je compte sur vous !!","0","1",NULL,"2011-08-29 22:27:22"
"17596","0","767","2","J'ai un énorme problème avec mes cheveux, au début après la douche mes cheveux sont bouclés, puis le jour d'après elles deviennent ondulés et ensuite lisse en haut et légèrement bouclés sur les pointes. De plus, mes cheveux manquent énormément de volume.Je ne sais plus quoi faire, j'ai essayé des shampooing spéciale boucle, plus des shampooing \"volume\" qui est un grand succès mais qui fait disparaitre mes boucles.Je n'ose pas trop utiliser le fer à lisser mais j'utilise des bigoudi mais sans grand succès à part pour le volume. Je travaille et je me sens mal d'y aller. Je perd très vite confiance en moi. Pourriez-vous m'aider ? Je vous remercie par avance.","1","1",NULL,"2011-08-29 23:07:16"
"17628","0","1780","2","bonjour je sui un peut ronde avec de bonne joue je voulait sa voire se que je peut faire comme coupe en sechan que jai un jore de coupe carre dans les cheuveux cordilement jennifer","1","1",NULL,"2011-09-08 08:11:08"
"17606","2349","2437","2","Merci beaucoup du conseils ! :) Justement j'ai un maillot de bain avec un haut en triangle :S et j'aiime mais pas du tout et j'ai remarquer que avec des maillots sans bretelles ou a fines bretelles on les voyaint moins, c'est deje un bon point, Merci beaucoup ! :)","0","1",NULL,"2011-08-30 23:38:31"
"17607","0","443","2","Jaimerais savoir si l'huile de rincin Marche Vraiment ?","1","1",NULL,"2011-08-31 11:51:20"
"17608","0","2350","2","Tros Dar Laa Chambre Taa Des Bon Gous Miss ! Gros Bisous...<3","1","1",NULL,"2011-08-31 12:23:28"
"17609","0","2148","2","Bonjour moi j'ai les cheveux Mis long j'ai un carré plongant & je voudrais faire un dégrader éffiler est-ce que cela m'irai bien ?","0","1",NULL,"2011-08-31 12:55:22"
"17982","0","1600","2","slt, moi je les ais coupés, et je suis satifaite. la repousse a été longue, 2 mois.","0","1",NULL,"2011-10-22 13:15:41"
"17979","0","790","2","j'ai une petite fille de 20 mois et j'essaiae d'avoir bébé #2. J'ai eu une césarienne à ma première et je me demande si ce n'est pas à cause de ça que j'ai de la difficulté à retomber enceinte. Je trouve ça encore plus difficule car j'ai beaucoup d'amies qui sont tombé enceinte de leur 2eme récemment et très rapidement...","1","1",NULL,"2011-10-21 19:40:31"
"17973","0","625","2","bjn ","0","1",NULL,"2011-10-21 16:55:26"
"17972","0","1766","2","BonjourµJ'ai le même problème que vous (le creux horrible entre les hanches et mes poignées d'amour) et ça depuis que je porte des jeans tailles basses au lycée, je sais que c'est à cause de ça, notre corps s'est adapté et a pris la forme qu'il était forcé d'avoir quand on portait ces jeans trop serrés.. Je ne sais vraiment pas quoi faire pour résoudre ce problème, peut être que le fait de masser pourrait aider, mais j'espère m'en débarasser au plus vite car c'est très moche !","0","1",NULL,"2011-10-21 12:29:29"
"17625","2686","2450","2","tout d'abord merci beaucoup j'ai été justement suir ce site ou j'y ai trouvée un centre equestre ou je commencerai les cours dès mardi prochain bisous et encore merci de vos conseilles","0","1",NULL,"2011-09-01 09:14:14"
"17993","2772","2523","2","Merci pour votre réponse :)Jaline69 , ne t'inquiéte pas je compte pas laisser mon copain je suis folle amoureuse de lui, merci pour ton commentaire.","0","1",NULL,"2011-10-23 18:07:21"
"17994","2772","2513","2","J'ai 16 ans et j'ai rencontré mon copain quand j'en avait 15 lui en avait 20, au début je me suis posé les mêmes questions que toi mais au final je ne me suis pas prise la tête et tout est allé mieux. Ca fait maintenant 1 an que nous sommes ensemble est tout va bien :) bon courage à toi !","0","1",NULL,"2011-10-23 18:10:56"
"17996","0","1673","2","Some time before, I did need to buy a house for my firm but I did not earn enough money and could not buy something. Thank heaven my friend adviced to try to take the <a href=\"http://goodfinance-blog.com\">loan</a> from banks. Hence, I acted that and was satisfied with my college loan. ","0","0",NULL,"2011-10-23 20:59:34"
"17997","0","1594","2","Moi je me maquille et ma mere ne sait pas car elle travaille moi je met du mascara la dose fond de teint un peu blush un peu et un peu de crayon sous les yeux pour atirer le regard et ak saa c tres bien","0","1",NULL,"2011-10-23 21:58:00"
"17998","0","2542","2","bonne idee","0","1",NULL,"2011-10-24 09:38:44"
"18005","0","575","2","bonjour,j'ai 23ans je suis deja maman d'une petite fille de 11mois j'aimerai un second.javais eu un retard de 2mois mais pas de bébé !et la douleur au ventre,mal au coeur le soir comme pour ma 1ere grossesse!mes rrr doivent arrivé le 3novembre normalement ","0","1",NULL,"2011-10-25 11:51:58"
"18006","0","550","2","bonjour il y a 15 jour g u une relation sans preservatif avec une fille g des doutes maintenant ? que doit je faire attendre 3 mois avant de faire le test et pour les prochains rapport sexuel jusqu'a 3 mois avec preservatif ou sans?","0","1",NULL,"2011-10-25 14:01:43"
"18009","0","2053","2","j'ai exactement le même problème je sias que se sujet date mais je voulais savoir si cette technique avait marcher pour toi car pour moi jai déjà essayer des millions de trucs et sa ne fonctionner pas si san'a pas marcher pour toi di toi que nos cheveux finissent toujours par changer !!","0","1",NULL,"2011-10-25 21:27:46"
"18016","0","575","2","Bonjour, moi j'ai des symptomes de femme enceinte, jai des nausées par moments, j'ai pris du poids et j'ai la proitrine et le ventre qui ont gonflé. J'ai eu mes règles le 30 aout puis le 16 septembre mais ca n'a duré que 2 jr et rosé pas d'écoulement comme du vrai sang et elle ont duré une matiné.J'ai effectué un test pipi et deux pds une fin septembre et une aujourd'hui et tjr négatif alors que j'ai eu le mm probleme avec mes règles le 24 octobre et j'ai tjr des symptomes de femme enceinte. J'ai deja 3 enfants donc je reconnais bien les début de grossesse et l'a j'ai l'impression d'etre enceinte mais ca reste tjr négatif... Vous en pensez quoi?","1","1",NULL,"2011-10-27 19:28:13"
"18017","0","575","2","J'ai oublier de vs dire que je prends aussi ma température et je regarde une fois par semaine l'évolution de mon col, ma température a pas décollé de 37 depuismis septembre et mon col est plus ou moins haut et fermé... ","1","1",NULL,"2011-10-27 19:32:29"
"18018","0","2402","2","I had a dream to start my own organization, nevertheless I did not earn enough of money to do that. Thank goodness my close dude suggested to take the <a href=\"http://goodfinance-blog.com/topics/business-loans\">business loans</a>. Thence I took the car loan and made real my desire. ","0","0",NULL,"2011-10-27 19:33:12"
"18022","0","305","2","Salut j'ai 15Aans , j'ai es cheveux tres épais , je me lisse les chaveux tout les matins avec le lisseur Babylisspro230 mais rien a faire , sa marche un tout petit peu & meme pas 1h apres ils ne sont plu lisse & tres tres épais , pourtant avant de me les lisser je met du serum .. C'est vraiment tres laid , j'en ai mare . Si vous pouvez me donner des conseils svp sa serais sympa , Merci a tous !","0","1",NULL,"2011-10-28 13:55:50"
"18026","0","2605","2","Bonjour, si non, comme livre qui répond à tes critère, il y a \"Je ne t'aime pas Polux\" ce livre contient deux tomes, le deuxième s'appel \"je ne t'aime toujours pas Polux\". Je l'ai lu il y'a 3ans de ça, j'avais ton âge Elisa, ( ça fait veillot cette phrase xD ) et je l'ai beaucoup apprécié il se lit assez vite, voilà ..! Bonne lecture ^^ ","1","1",NULL,"2011-10-28 23:17:13"
"18027","0","2605","2","Le livre s'appel \"je ne t'aime pas Paulus\". ( le T9 de mon IPhone me turra un jour.. >.<)","1","1",NULL,"2011-10-28 23:20:47"
"18029","2832","2604","2","merci madame pour votre reponse vous avez raison je dois faire une pose car parmis c 4 homme je me trouve pas a alaise deja j'ai quitté les deux nouveaux et j'ai meme decidé de quitté l ex dont je suis follement amoureuse pour resté avec celui avec qui je me sens stable dans une relation correcte mais rien ne reussie car je ne vois pas en lui l'homme de ma vie . je vais faire une pose est me focalisé sur moi meme est a remplire mon temps par des activités qui seron bénifique pour moi a devenir meilleur ; plus forte avec un max de confiance en moi . ","0","1",NULL,"2011-10-29 14:40:17"
"18030","0","2303","2","bonjour je cherche des slims (de taille 12 ans) de couleurs foncé ou clair u  decolores et je ne trouve pas pouré-vous m'aiider ''???? SVP :D ","0","1",NULL,"2011-10-29 16:07:03"
"18031","2268","2539","2","Merci,mercredi qui arrive on sera seul avec des amis,mais on les mettra loins de nous,on verra ce qui arrivera","0","1",NULL,"2011-10-29 17:03:07"
"18033","0","558","2","Salut les filles ... Alors moi j'ai \" fais l'amour \" enfin il m'a pénétré mais on est pas allé jusqu'au bout tellement j'avais mal , j'ai peur de recommencer , puis je précise que je ne suis plus avec , mais qu'cette fois ci j'ai trouvé un autre gars , et j'ai peur de mal faire .. Enfin voilà Bisous","0","1",NULL,"2011-10-29 23:06:52"
"18036","2906","2267","2","Tu es peut-etre Be... Mais ce n'est pas une honte! Tu sera sur des sentiments que tu as ( filles ou garçon ou les deux) quand tu sera plus agées! ;) En tout cas si tu as besoin de parler tu peux compter sur moi :)","1","1",NULL,"2011-10-30 23:20:19"
"18035","2906","2566","2","Moi je le fais a peu prés 3cm tous les 3 mois! ","0","1",NULL,"2011-10-30 23:08:40"
"18038","2906","2603","2","Tu devrais peut-être aller vers ces filles là et montrer celle que tu es vraiment! Et si je peux te donner un conseil... Evite de leur dire \"je me trouve mignonne\" sa fait très prétentieuse et les filles entre elles n'aime pas beaucoup ça ;)","0","1",NULL,"2011-10-30 23:32:03"
"18039","0","2554","2","les conseilleurs ne sont pas les payeurs comme on dit ...je pense que ou tu dois te faire aider par un spécialiste, un conseiller conjugal si ton homme veut bien, mais aussi mesurer le pour et le contre dans ta relation. je pense que la situation ne doit pas rester comme ça ; je te souhaite de vite t'en sortir en tous cas !!!! bisous ! ","0","1",NULL,"2011-10-31 10:59:03"
"18045","0","2038","2","Bonjour, je m'appelle marine j'ai 13ans, je suis blonde aux yeux bleus, j'ai une mèche du coter droit, J'ai un visage ovale, J'aimerai savoir quel coiffure m’irrai bien. J'aimerai essayer la frange mais j'ai peur que sa se maille pas, auriez-vous un conseil a me donner ? Merci d'avance.  ","1","1",NULL,"2011-10-31 23:52:44"
"18044","0","473","2","svp je voudrai que mes cheveux ils sont très très petit et très horrible.","0","1",NULL,"2011-10-31 21:32:15"
"18042","0","889","2","Bonjour, moi j'ai 12 ans et j'aimerais bien des boots avec 3 lacets c'est la mode en ce moment.Je vais au magasin avec ma mère et je les prends et nous nous sommmes dirigées vers la caisse pour les acheter. Jusque la pas de soucis.Après ma mère demande a la vendeuse c'est pas trop haut comme talons (4,5cm) la vendeuse lui dit que sa va me couper la croissance, me faire mal au dos...Du coup ma mère n'a plus voulu me les acheter.Déception totale pour moi, car, je ne suis pas très jolie donc je misait tout sur ces chaussures... résultats je vais me foutre le honte au colllège... :'(","0","1",NULL,"2011-10-31 18:57:44"
"18046","0","673","2","Chère Stéphanie,Je crois bien me retrouver dans les sentiments que tu éprouve.Tu te poses tout un tas de question et tu essaies de te faire des idées de la première fois (avec qui?quand?comment?à quel endroit?etc...) Comme toi je suis retée vierge jusqu'a mes 27ans passés presque 28.Seulement le hasard a bien fait les choses pour moi et a voulu que je rencontre un homme un peu plus jeune que moi(22ans)un vendredi soir en boite.On a juste échangé un \"J'ai été ravi de faire ta connaissance\" puis il m'a demandé mon tel que j'ai partagé avec lui.Le lendemain il m'a invité à boire un verre dans la même boite et de fil en aiguille,on a bavardé sur tout et rien puis dansé rapproché nos corps mais à ce moment précis je n'imaginais même pas passer la nuit dans ses bras.Mais ce n'est pas à cet instant que l'on a fait l'amour.Il m'a embrassé et entouré de toute sa tendresse.Il s'est vu très rassurant envers moi.La seule chose qui s'est passée c que je me suis sentie bien avec lui alors que jusque là,je n'appréciais pas de me faire approcher de si près par quelqu'un.Le lendemain matin je lui ai avoué mon secret et il avait compris que je n'avais pas eu d'expérience.Puis j'ai passé un moment plus qu'agréable lorsqu'il m'a proposé de me masser le dos...moment qui s'est conclus par des préliminaires en étant en sous vêtements.J'ai pris mon pied...On n'a pas passé la journée ensemble car j'ai travaillé et lui devait rejoindre sa cousine.Au dépard je ne devais plus le revoir mais la chance a fait qu'il m'a invité à venir le chercher pour passer une nouvelle nuit ensemble(que j'ai acceptée).durant cette nuit de nouveaux préliminaires se sont passés sans toutefois aller à la pénétration mais il m'a sussuré qu'il avait envie de moi.J'avais une sacrée trouille de franchir ce cap mais je ressentais le même désir sans être amoureuse de lui je le trouvais juste tendre et attirant à cause de ses yeux fabuleux.Ce n'est qu'au deuxième matin que j'ai osé passer le cap et ça a été plus doux que je ne l'espérais.On avait pris nos précautions (il a mis un préservatif sans que je le vois). Bref c'était juste pour te dire que à partir du moment où ton partenaire est au courant,te respecte et est tendre avec toi,il faut lui accorder toute ta confiance il te guidera de façon à ce que cela se passe le mieux possible. Et surtout que ça te soit agréable.Mon seul vrai conseil sera fais confiance à ton instinct et laisse toi guider par ton partenaire.Et tu verra ça se passera aussi bien que pour moi(à l'heure où je te poste ce commentaire,,je t'écris à chaud car j'ai eu ma première expérience il y a deux jours).Courage ce n'est pas facile mais c'est que du bonheur après;Tu auras un gros poids en moins.Enfin c'est tout ce que je te souhaite.Bise.Emilie","1","1",NULL,"2011-11-02 01:13:54"
"18047","0","673","2","coucou c encore Emilie,Je voulais rajouter que je l'ai fait chez moi, c'etait un milieu rassurant. Si tu veux avoir plus de détails pour te rassurer je te donnes mon mail tu ne me contactes que si tu le souhaites: lili_cool_26@hotmail.fr.Bisous","1","1",NULL,"2011-11-02 01:23:28"
"18055","0","2605","2","J'ai 13 ans aussi & Je suis une mordue de livre! :D J'ai 2 des livres que l'on T'as proposée & Je Te les conseille tout les deux! ^^ [ Hush Hush: Je l'ai vraiment adorée, c'est vraiment le style de livre que j'aime \"dévorée\" en 1 journée\"! Vraiment Géniale! ;P ][ Les cœurs fêlés: J'ai aussi Beaucoup aimée ce livre là, mais un peu moins que le premier! Moins dans mon style mais tout autant sublime que l'autre! :) ]Sinon, Moi Je Te propose - Marquée de P.C Cast & Kristin Cast. - Ne jamais tomber amoureuse de Melissa Marr- Eternels: Evermore de Alyson Noël- La Beauté Du Mal de Rebecca James [ Ce livre est vraiment Mon Livre PREFERE parmis tous ce que j'ai pue lire, & j'en ais lus beaucoup des livres! ;P ]Voilà.. J'espére avoir Pue T'aider Bye Bisous! & Bonne Lecture!","1","1",NULL,"2011-11-03 17:10:33"
"18057","0","681","2","Do not money to buy a house? Worry no more, because this is possible to take the <a href=\"http://goodfinance-blog.com/topics/home-loans\">home loans</a> to resolve all the problems. Thence take a car loan to buy all you want. ","0","0",NULL,"2011-11-03 18:12:31"
"18060","0","1552","2","bonjour moi aussi j'ai du duvet comme certaine fille mais sa ne fait rien donc moi j'utilise decoloracion blond vous voyer sque je veut dire car je sui brun alors ducoup maintenant on ne vois vraiment moin en tout cas ","0","1",NULL,"2011-11-03 22:26:23"
"18061","0","442","2","Bonjour, Moi mon soucis est plus compliqué et j aimerais avoir une solution mais j y crois pas trop . Je me suis séparé fin septembre et vie toujours avec mon ex je vous raconte pas le calvaire. Le soucis c'est que nous vivons dans MA maison familial divisée en 2 appartements que ma mère mets en location. Je suis officiellement locataire du 1er étage et quand le locataire du rdc est parti elle a mit mon conjoint locataire du rdc mais en faite c'est ma mère qui y vie ( car elle aussi s'est séparé) et donc lui et moi nous vivions ensemble. Il paye ses loyer ( tarif amical inscrit sur le bail)mais je vie un vrai calvaire je ne me sens plus chez moi, nous nous parlons plus etcAIDEZ MOIIIIIIIII","0","1",NULL,"2011-11-04 00:25:07"
"18062","0","930","2","It is known that cash makes us free. But how to act if one does not have cash? The only one way is to get the <a href=\"http://goodfinance-blog.com\">loan</a> and college loan. ","0","0",NULL,"2011-11-04 05:35:32"
"18063","0","681","2","It's great that people are able to take the <a href=\"http://goodfinance-blog.com/topics/mortgage-loans\">mortgage loans</a> moreover, this opens completely new possibilities. ","0","0",NULL,"2011-11-04 07:06:57"
"18067","0","170","2","Moi j'ai les cheveux très très volumineux. J'adore le volume mais bon la c'est trop ! Je voudrais une solution qui marche svp !","0","1",NULL,"2011-11-05 14:46:44"
"18068","0","2603","2","moi je te  donne mon avis je suis en 5eme et des fille se moquent de moi elle disent que je suis grosse (je pese 39kg)moi j dirais sous poids oui ...Laisse les faire aux bout d'un moment elle seront beaucoups plus mature!!","0","1",NULL,"2011-11-05 19:24:31"
"18069","0","2606","2","Met des robe sa tira mieux jean essai d'en mettre le plus possible (conseil sinon fais s'que tu veux)","0","1",NULL,"2011-11-05 19:27:24"
"18070","0","2601","2","MOI jte dis TA PAS DE PERSONNALITÉ INVENTE EN UNE A TOI SEULE OK ","0","1",NULL,"2011-11-05 19:31:17"
"18071","0","279","2","Bonsoir , je suis assez jeune et j'ai un léger soucis . Il a un garçon qui a maintenant 4 ans de plus que moi qui m'attire énormément . Cela fait plus de 5 mois que je lui est avoué mes sentiments . Je lui pose des questions , pour savoir si quelques choses serait envisageable avec lui ou non , il me répond par des questions du genre \" Peut-être \" , ou \" Chpa \" . J'ai vraiment besoin d'aide , je n'en peux plus de cette situation . Quand je lui demande d'être clair dans ses réponses il me dit qu'en effet on pourrait envisager quelques choses , mais quelques jours plus tard c'est comme si on revenait au même point de départ .","0","1",NULL,"2011-11-06 00:50:21"
"18072","0","2633","2","Make your own life time easier take the <a href=\"http://goodfinance-blog.com\">loans</a> and all you require. ","0","0",NULL,"2011-11-06 09:20:45"
"18073","2909","2603","2","slt c GG je te conseil de les ignorer pk les filles jalouses sont des personne ke tu npouras jamais construire une bonne relation vc eux crois moi g fais l’expérience","0","1",NULL,"2011-11-07 15:57:05"
"18074","0","2631","2","je sais ce ke tu sen qu'il te faut une stratégie pr le garder prés de toi sans exposer tes sentiment pr ne pas sortir vaincu de cette relation enfin c ce ke je pense mais je veux pas te blaisser vc ce ke je di bon courage ","0","1",NULL,"2011-11-07 18:30:14"
"18101","0","473","2","yosra12ansboujour je voufrait avoir des astuce parceque j'ai des cheuveux sec et des cheuveux epaix et o cotisient c pas facile merci de me repondre bisous a tout le monde","0","1",NULL,"2011-11-08 17:42:59"
"19692","0","642","2","anonyme moi aussi je n ai jamais eu de plaisir avec mon mari ca me fait peur j ai 33 ans et c malheureux j en souffre enormement car je serai curieuse de savoir ce qu est l orgasme et ressentir ce plaisir voila ma tristesse profonde je compte m engager a voir un sexologue car ras le bol de cette situation!!!!!!! bon courage a tous et j espere pour vous que ca s arrangera","0","1",NULL,"2012-04-13 20:06:05"
"18211","0","2194","2","Bonjourj'ai fait une commande le 30/09 et mon colis devait arriver le 31/10 (confirmation de VS) mais toujours rienEn envoyant un mail à VS ils ne peuvent pas me donner un numero de colis est-ce normal???Merci de votre réponse.","1","1",NULL,"2011-11-09 19:22:18"
"18217","0","2544","2","lol","0","1",NULL,"2011-11-09 21:32:40"
"18218","0","1297","2","salut pour moi si ta pas de seins se n'est pas un soucis car on ne sort pas avec un fille que pour c'est seins mes par amour . T'habite ou sinon ?","1","1",NULL,"2011-11-09 21:41:31"
"18293","0","1954","2","j'ais 18ans et je suis a la recherche d'un fond de teint qui puisse me cacher mais bouton noir et rouge","1","1",NULL,"2011-11-13 17:42:52"
"18300","0","2144","2","merci beaucoup grace a vous maintenant jmme coif mieux kavan","0","1",NULL,"2011-11-13 22:29:39"
"18301","0","2144","2","merci beaucoup grace a vous maintenant jmme coif mieux kavan","0","1",NULL,"2011-11-13 22:29:54"
"18289","2967","2608","2","Salut, Moi je suis comme toi, J'adore travailler, mais mon entrée au lycée.. et moi aussi je manque cruellement de confiance en moi même, je suis de nature réservée, mais avec mes amies, j'ai tendance à me lâcher, pourtant, Une fois seule, je repensse à mon physique, à moi même. ect. Je n'arrive pas à bosser ma seconde, mais alors pas du tout.. Sa me dégoute, et je baisse trop vite les bras.. quelqu'un peut m'aider? Bisous, Atsu'.","1","1",NULL,"2011-11-13 14:42:01"
